day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
76,3.0,3.0,3,0.0,2.0,0.6,,,,,,,0.0,2.0,0.54,3.0,6.0,2.9,1.0,3.0,1.22,1.0,3.0,1.46,1.0,3.0,1.06,2.0,4.0,2.08,2.0,4.0,2.14,19.0,32.0,19.94,9600.0,12000.0,9760,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.3,3060.0,3060.0,3039,0.0,250.0,25,5810.0,15560.0,9081,14.5,26.549999999999997,14.54,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,4250.0,425,3200.0,3200.0,3205,1.0,1.0,0.58,,,,100.0,250.0,114,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,23,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11700,3000.0,3000.0,2850,3.0,4.6499999999999915,1.8,1.0,2.0,0.62,1.0,1.5499999999999972,0.6,1.0,2.0,0.68,,,,0.0,0.0,0.02,0.0,0.0,0.14
77,3.0,3.0,3,0.0,1.5499999999999972,0.58,,,,,,,0.0,1.0,0.52,3.0,5.549999999999997,2.92,1.0,2.0,1.22,1.0,3.549999999999997,1.62,1.0,3.0,1.02,2.0,4.0,2.08,2.0,4.549999999999997,2.04,24.0,33.19999999999999,24.34,9600.0,12000.0,9584,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,3080.0,3080.0,3060,0.0,0.0,5,6285.0,15960.0,9543,17.0,28.549999999999997,16.46,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,85,3200.0,3450.0,3225,1.0,1.0,0.58,,,,100.0,200.0,112,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,1,0.0,1.0,0.14,0.0,1.0,0.2,0.0,1.0,0.08,,,,50.0,50.0,50,12000.0,12000.0,11940,3000.0,3000.0,2970,0.0,6.0,1.92,1.0,2.0,0.86,0.0,2.0,0.64,0.0,1.0,0.48,,,,,,,,,
78,3.0,3.0,3,0.0,2.0,0.52,,,,,,,1.0,2.0,0.7,3.0,5.0,2.96,1.0,3.549999999999997,1.42,1.0,4.0,1.54,1.0,3.0,0.9,2.0,4.0,2.16,2.0,4.0,1.8,21.0,36.64999999999999,20.96,9600.0,12000.0,9808,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.16,3100.0,3150.0,3092,0.0,0.0,0,6485.0,16220.0,9759,14.5,27.549999999999997,14.64,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3205,1.0,1.0,0.58,,,,100.0,200.0,116,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,26.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,12,0.0,1.0,0.12,0.0,1.0,0.22,0.0,1.0,0.08,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.22,0.0,1.0,0.36,1.0,2.0,0.74,1.0,2.0,0.9,,,,0.0,1.0,0.16,0.0,18.84999999999998,2.36
79,3.0,3.0,3,0.0,1.0,0.42,,,,,,,1.0,2.0,0.8,2.0,4.549999999999997,2.34,1.0,3.0,1.48,1.0,3.0,1.38,1.0,3.0,1.28,2.0,4.0,2.1,2.0,4.0,2.2,21.0,33.64999999999999,21.72,9600.0,12000.0,10224,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.1,3190.0,3190.0,3165,0.0,250.0,40,6660.0,16397.5,9897,11.5,27.549999999999997,12.5,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,4250.0,680,3200.0,3200.0,3200,1.0,1.0,0.58,,,,150.0,250.0,138,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,60.99999999999994,27.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,33,0.0,0.5499999999999972,0.06,0.0,1.0,0.24,0.0,1.0,0.12,,,,,,,12000.0,12000.0,11520,3000.0,3000.0,2760,3.0,6.0,2.1,0.0,2.0,0.62,1.0,2.0,0.7,0.0,2.0,0.52,,,,0.0,2.0,0.22,0.0,25.84999999999998,2.96
80,3.0,3.0,3,0.0,2.0,0.5,,,,,,,1.0,1.5499999999999972,0.6,3.0,5.0,2.76,1.0,3.0,1.3,1.0,3.549999999999997,1.52,1.0,2.0,0.9,2.0,4.549999999999997,2.32,2.0,4.549999999999997,2.1,20.0,29.19999999999999,20.4,9600.0,12000.0,10144,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,31.5,32.0,30.24,3210.0,3210.0,3190,0.0,500.0,60,6760.0,16592.5,9957,12.0,25.549999999999997,12.3,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,8500.0,1020,3200.0,3450.0,3240,1.0,1.0,0.56,,,,100.0,227.49999999999986,110,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.4,,,,20.0,20.0,20,20.0,50.0,24,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,4,0.0,1.0,0.16,0.0,1.0,0.24,0.0,0.0,0.04,,,,,,,12000.0,12000.0,11220,3000.0,3000.0,2700,3.0,6.0,1.86,1.0,2.0,0.62,1.0,2.0,0.62,0.5,1.5499999999999972,0.56,0.0,0.0,200,0.0,1.0,0.1,0.0,15.0,1.94
81,3.0,3.0,3,1.0,2.0,0.74,,,,,,,0.0,2.0,0.58,3.0,5.0,2.64,1.0,3.0,1.18,1.0,4.0,1.56,0.0,2.549999999999997,0.72,2.0,4.549999999999997,2.34,2.0,5.0,2.24,18.5,33.099999999999994,20.6,9600.0,12000.0,10000,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.2,3260.0,3260.0,3240,0.0,250.0,40,6810.0,16787.5,10052,13.0,25.0,13.64,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,4250.0,680,3200.0,3700.0,3260,0.0,1.0,0.48,,,,100.0,200.0,95,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.4,,,,20.0,20.0,20,20.0,50.0,23.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.18,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11460,3000.0,3000.0,2820,3.0,6.0,1.92,0.0,2.0,0.56,1.0,2.0,0.64,1.0,2.0,0.68,,,,0.0,1.5499999999999972,0.2,0.0,22.0,3.22
82,3.0,3.0,3,0.0,1.5499999999999972,0.56,,,,,,,1.0,1.5499999999999972,0.6,2.0,5.0,2.76,2.0,4.0,1.66,1.5,3.0,1.56,1.0,3.0,1,2.0,4.0,1.94,2.0,4.549999999999997,1.92,20.0,29.099999999999994,19.58,9600.0,12000.0,9584,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.34,3280.0,3280.0,3260,0.0,387.4999999999993,50,7160.0,17087.5,10385,15.0,28.0,15.46,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,6587.499999999987,850,3200.0,3450.0,3240,1.0,1.0,0.7,,,,150.0,250.0,133,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.4,,,,20.0,20.0,20,20.0,20.0,21.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.18,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11340,3000.0,3000.0,2760,3.0,6.0,2.1,0.0,1.0,0.52,1.0,2.0,0.7,0.0,2.0,0.62,,,,0.0,0.0,0.06,0.0,0.0,1.32
83,3.0,3.0,3,1.0,3.0,0.88,,,,,,,0.0,2.0,0.58,2.0,5.0,2.58,1.0,3.0,1.4,1.0,3.549999999999997,1.38,1.0,3.0,1.08,2.0,4.0,1.82,2.0,5.0,2.28,19.5,30.64999999999999,19.88,9600.0,12000.0,9824,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.34,3340.0,3340.0,3320,0.0,0.0,15,7285.0,17237.5,10509,16.5,28.0,14.84,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,255,3200.0,3587.499999999999,3250,1.0,1.0,0.54,,,,100.0,200.0,124,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.4,,,,20.0,20.0,20,20.0,50.0,23.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.14,0.0,1.0,0.32,,,,,,,,,,12000.0,12000.0,11820,3000.0,3000.0,2910,3.0,6.0,2.4,1.0,1.5499999999999972,0.6,1.0,2.0,0.8,0.0,1.5499999999999972,0.54,,,,0.0,0.5499999999999972,0.06,0.0,3.84999999999998,0.58
84,3.0,3.0,3,0.0,2.0,0.64,,,,,,,0.5,1.0,0.54,3.0,4.549999999999997,2.64,1.0,3.549999999999997,1.36,2.0,4.0,1.6,1.0,3.0,1.02,2.0,4.0,2.34,2.0,4.0,1.86,25.0,33.099999999999994,24.5,9600.0,12000.0,10144,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.24,3360.0,3360.0,3340,0.0,137.4999999999993,15,7735.0,17715.0,10978,19.5,35.64999999999999,19.26,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,2337.4999999999877,255,3200.0,3200.0,3215,1.0,1.0,0.58,,,,100.0,200.0,119,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.4,,,,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.12,0.0,1.0,0.24,0.0,0.5499999999999972,0.06,,,,50.0,50.0,50,12000.0,12000.0,11820,3000.0,3000.0,2910,3.0,6.0,1.92,0.0,2.0,0.54,1.0,2.0,0.64,1.0,2.0,0.76,,,,0.0,1.0,0.16,0.0,15.0,2.5
85,3.0,3.0,3,0.0,2.0,0.5,,,,,,,1.0,1.0,0.58,3.0,5.0,2.78,1.5,3.0,1.38,2.0,3.549999999999997,1.76,1.0,2.549999999999997,1.04,2.0,4.0,2.1,2.0,4.0,1.86,21.0,29.0,20.72,9600.0,12000.0,9408,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.3,3380.0,3380.0,3361,0.0,387.4999999999993,50,7885.0,17937.5,10999,12.0,26.0,12.5,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,6587.499999999987,850,3200.0,3337.499999999999,3215,1.0,1.0,0.56,,,,100.0,200.0,121,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.48,,,,20.0,20.0,20,20.0,60.99999999999994,30.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.34,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11340,3000.0,3000.0,2760,3.0,3.0,1.68,1.0,1.5499999999999972,0.64,1.0,1.0,0.56,1.0,2.0,0.64,0.0,0.0,200,0.0,1.0,0.14,0.0,18.84999999999998,2.36
86,3.0,3.0,3,1.0,2.549999999999997,0.82,,,,,,,0.0,2.0,0.44,2.5,5.0,2.64,1.0,3.0,1.26,1.5,4.549999999999997,1.7,1.0,2.0,0.92,2.0,4.0,1.86,2.0,5.0,2.36,18.5,30.64999999999999,19.52,9600.0,12000.0,9776,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.4,3420.0,3420.0,3402,0.0,387.4999999999993,45,8010.0,18010.0,11108,15.0,27.0,13.6,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,6587.499999999987,765,3200.0,3587.499999999999,3250,0.5,1.0,0.5,,,,100.0,200.0,109,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.48,,,,20.0,20.0,20,20.0,36.499999999999915,22.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,1,0.0,1.0,0.08,0.0,1.0,0.38,0.0,0.0,0.04,,,,,,,12000.0,12000.0,11400,3000.0,3000.0,2790,0.0,6.0,1.98,1.0,2.0,0.7,0.0,2.0,0.66,0.5,1.0,0.5,,,,0.0,0.0,0.08,0.0,0.0,1.32
87,3.0,3.0,3,1.0,2.0,0.64,,,,,,,1.0,2.0,0.88,2.0,5.549999999999997,2.7,1.0,3.549999999999997,1.48,1.0,3.549999999999997,1.56,1.0,2.0,1.08,2.0,4.0,1.84,2.0,4.0,1.82,21.5,32.64999999999999,22.04,9600.0,12000.0,9872,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.44,3440.0,3490.0,3443,0.0,0.0,20,8235.0,18337.5,11386,13.0,25.549999999999997,13.32,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,340,3200.0,3587.499999999999,3245,1.0,1.0,0.58,,,,150.0,250.0,128,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.48,,,,20.0,20.0,20,20.0,50.0,23,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,21,0.0,1.0,0.14,0.0,1.0,0.24,0.0,0.0,0.04,,,,,,,12000.0,12000.0,11700,3000.0,3000.0,2940,3.0,6.0,2.22,0.0,1.5499999999999972,0.5,1.0,2.0,0.74,1.0,2.0,0.72,,,,0.0,0.0,0.04,0.0,0.0,0.5
88,3.0,3.0,3,0.0,2.0,0.52,,,,,,,0.5,2.0,0.58,3.0,5.0,2.82,1.0,3.0,1.38,1.0,3.0,1.48,1.0,3.0,0.94,2.0,4.0,2.2,2.0,4.549999999999997,2.08,20.5,30.0,19.5,9600.0,12000.0,9824,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.38,3540.0,3540.0,3517,0.0,0.0,10,8385.0,18460.0,11502,15.5,27.0,14.64,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,170,3200.0,3200.0,3220,1.0,1.0,0.68,,,,100.0,200.0,116,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.48,,,,20.0,20.0,20,20.0,50.0,22.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,24,0.0,1.0,0.12,0.0,1.0,0.12,0.0,1.0,0.08,,,,,,,12000.0,12000.0,11880,3000.0,3000.0,2940,3.0,6.0,2.22,1.0,2.0,0.62,1.0,2.0,0.74,1.0,2.0,0.6,,,,0.0,0.0,0.1,0.0,0.0,1.9
89,3.0,3.0,3,0.0,2.0,0.68,,,,,,,0.0,2.0,0.64,3.0,5.0,2.86,1.0,3.0,1.32,1.0,3.0,1.4,1.0,2.0,0.98,2.0,4.0,2.22,2.0,4.0,1.9,19.5,32.64999999999999,20.44,9600.0,12000.0,9696,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.48,3560.0,3560.0,3542,0.0,0.0,30,8685.0,18760.0,11617,11.5,27.0,13.4,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,510,3200.0,3200.0,3210,1.0,1.0,0.56,,,,100.0,200.0,115,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.56,,,,20.0,20.0,20,20.0,50.0,24.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,4,0.0,1.0,0.08,0.0,1.0,0.26,0.0,1.0,0.1,,,,,,,12000.0,12000.0,11520,3000.0,3000.0,2940,3.0,6.0,2.52,0.0,2.0,0.56,1.0,2.0,0.84,0.5,1.5499999999999972,0.56,0.0,0.0,200,0.0,0.0,0.02,0.0,0.0,0.44
90,3.0,3.0,3,0.0,2.0,0.68,,,,,,,0.0,2.0,0.64,3.0,6.0,2.78,1.0,3.0,1.44,1.0,3.549999999999997,1.48,1.0,3.0,0.94,2.0,4.549999999999997,2.04,2.0,4.0,2,20.0,32.0,19.66,9600.0,12000.0,9680,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.5,3620.0,3620.0,3602,0.0,0.0,20,8760.0,18887.5,11736,12.0,28.0,14.04,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,340,3200.0,3200.0,3230,1.0,1.0,0.74,,,,100.0,250.0,119,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.56,,,,20.0,20.0,20,20.0,50.0,22.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.5499999999999972,0.06,0.0,1.0,0.12,0.0,1.0,0.08,,,,,,,12000.0,12000.0,11700,3000.0,3000.0,2940,3.0,6.0,2.16,1.0,2.0,0.68,1.0,2.0,0.72,0.5,1.5499999999999972,0.56,,,,0.0,0.0,0.06,0.0,0.0,0.88
