day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
40,3.0,3.0,3,0.0,1.5499999999999972,0.54,,,,,,,1.0,2.0,0.68,2.0,5.0,2.66,1.0,3.0,1.5,1.0,3.549999999999997,1.38,1.0,3.0,1.08,2.0,4.0,2.22,2.0,4.0,1.94,20.0,30.549999999999997,20.42,9600.0,12000.0,9760,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1650.0,1650.0,1628,0.0,0.0,0,6210.0,6887.5,6176,13.5,26.549999999999997,13.34,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.52,,,,150.0,250.0,129,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,23.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.16,0.0,1.0,0.22,0.0,1.0,0.1,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.04,0.0,2.0,0.66,1.0,2.0,0.68,1.0,2.0,0.66,,,,,,,,,
41,3.0,3.0,3,1.0,3.0,0.76,,,,,,,1.0,2.0,0.6,2.0,6.0,2.7,1.0,2.549999999999997,1.04,1.0,4.0,1.56,1.0,2.0,1.08,2.0,4.0,2.14,2.0,4.549999999999997,2.12,21.0,30.0,19.62,9600.0,12000.0,9920,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1710.0,1710.0,1688,0.0,0.0,0,6310.0,7060.0,6282,13.5,28.549999999999997,13.76,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.74,,,,100.0,200.0,106,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,36.499999999999915,21.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.14,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.22,1.0,2.0,0.92,1.0,2.0,0.74,0.0,1.0,0.34,,,,,,,,,
42,3.0,3.0,3,0.5,1.0,0.54,,,,,,,0.0,1.0,0.44,3.0,5.0,2.88,1.0,3.0,1.26,2.0,3.0,1.64,1.0,3.0,1.06,2.0,4.0,2.22,2.0,3.549999999999997,1.96,23.0,33.0,23.76,9600.0,12000.0,9648,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1730.0,1730.0,1708,0.0,0.0,0,6760.0,7487.5,6748,15.5,30.549999999999997,16.1,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.62,,,,100.0,200.0,116,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.22,0.0,1.0,0.08,,,,50.0,50.0,50,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.34,1.0,2.0,0.72,1.0,2.0,0.78,0.0,1.0,0.5,,,,,,,,,
43,3.0,3.0,3,1.0,2.0,0.74,,,,,,,0.0,2.0,0.7,3.0,6.0,2.94,1.0,2.549999999999997,1.22,2.0,4.0,1.88,1.0,2.0,0.74,2.0,4.0,1.82,2.0,4.0,1.96,20.0,34.19999999999999,21.2,9600.0,12000.0,9856,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1750.0,1800.0,1738,0.0,0.0,0,6960.0,7710.0,6946,11.0,27.0,12.8,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,0.5,1.0,0.5,,,,100.0,177.49999999999986,98,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,25.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,10,0.0,1.0,0.14,0.0,1.0,0.26,0.0,1.0,0.1,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.1,1.0,2.0,0.62,1.0,2.0,0.7,1.0,2.0,0.68,,,,,,,,,
44,3.0,3.0,3,1.0,2.0,0.68,,,,,,,1.0,2.0,0.66,3.0,5.0,2.72,1.0,3.549999999999997,1.3,1.0,4.0,1.54,1.0,3.0,0.98,2.0,4.0,2.08,2.0,4.0,2.04,20.5,32.0,20.22,9600.0,12000.0,9616,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1840.0,1840.0,1818,0.0,0.0,0,7085.0,7792.499999999999,7060,11.5,27.099999999999994,13.34,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.6,,,,100.0,250.0,114,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,21.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,40,0.0,1.0,0.1,0.0,1.0,0.18,0.0,1.0,0.12,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,1.5,6.0,1.74,1.0,2.0,0.6,0.5,2.0,0.58,1.0,2.0,0.82,,,,,,,,,
45,3.0,3.0,3,0.0,2.0,0.44,,,,,,,0.0,1.0,0.52,3.0,6.0,2.88,1.0,3.0,1.34,1.0,3.0,1.52,1.0,3.0,1.16,2.0,4.0,1.96,2.0,4.549999999999997,2.18,19.5,28.099999999999994,19.72,9600.0,12000.0,9760,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1860.0,1860.0,1838,0.0,0.0,0,7410.0,8060.0,7335,12.0,28.099999999999994,14.24,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.52,,,,100.0,250.0,125,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,21.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.14,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.1,1.0,1.5499999999999972,0.62,1.0,2.0,0.7,1.0,2.0,0.68,,,,,,,,,
46,3.0,3.0,3,0.0,2.0,0.6,,,,,,,1.0,2.549999999999997,0.72,3.0,4.0,2.64,1.0,3.0,1.2,1.0,3.0,1.56,1.0,2.549999999999997,1.02,2.0,4.0,2.32,2.0,4.0,1.94,21.0,36.64999999999999,21.24,9600.0,12000.0,9616,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1910.0,1910.0,1888,0.0,0.0,0,7460.0,8187.5,7446,12.5,27.0,14.12,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.52,,,,100.0,200.0,111,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,36.499999999999915,21.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.26,0.0,1.0,0.14,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,0.0,6.0,1.68,1.0,2.0,0.74,0.0,2.0,0.56,0.5,2.0,0.7,,,,,,,,,
47,3.0,3.0,3,0.0,2.0,0.6,,,,,,,1.0,2.0,0.72,2.5,6.0,2.66,1.0,3.0,1.3,2.0,3.0,1.54,1.0,3.0,1.14,2.0,4.0,2,2.0,4.0,2.04,21.0,35.55,20.82,9600.0,12000.0,10128,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1930.0,1930.0,1908,0.0,0.0,0,7810.0,8515.0,7768,13.0,27.549999999999997,13.4,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.74,,,,100.0,277.4999999999999,122,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,22.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.04,0.0,1.0,0.22,,,,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,3.0,1.68,1.0,2.0,0.72,1.0,1.0,0.56,1.0,2.0,0.72,,,,,,,,,
48,3.0,3.0,3,0.0,2.0,0.58,,,,,,,1.0,2.0,0.72,3.0,5.0,2.66,1.0,3.0,1.32,2.0,3.549999999999997,1.72,1.0,2.0,0.98,2.0,4.549999999999997,2.06,2.0,4.0,1.96,21.5,32.0,21.48,9600.0,12000.0,10000,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1990.0,1990.0,1968,0.0,0.0,0,7885.0,8692.5,7883,14.5,27.0,15.08,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.58,,,,100.0,200.0,115,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,20.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.32,0.0,0.0,0.02,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.28,0.0,1.5499999999999972,0.5,1.0,2.0,0.76,1.0,2.0,0.74,,,,,,,,,
49,3.0,3.0,3,0.0,2.0,0.42,,,,,,,0.0,2.549999999999997,0.62,3.0,5.0,2.9,1.0,4.0,1.42,2.0,4.0,1.74,1.0,3.0,0.92,2.0,4.0,2.02,2.0,4.0,1.96,25.0,42.099999999999994,25.7,9600.0,12000.0,9456,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.86,2010.0,2010.0,1988,0.0,0.0,0,8360.0,9187.5,8350,18.0,40.34999999999995,19.22,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.62,,,,100.0,227.49999999999986,117,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.02,,,,50.0,50.0,50,12000.0,12000.0,12000,3000.0,3000.0,3000,1.5,6.0,1.8,1.0,2.0,0.76,0.5,2.0,0.6,0.5,2.0,0.64,,,,0.0,0.5499999999999972,0.14,0.0,12.099999999999937,2.34
50,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.0,1.5499999999999972,0.44,2.0,6.0,2.56,1.0,3.0,1.22,2.0,4.0,1.7,1.0,3.0,1.32,2.0,5.0,2.06,2.0,5.0,2.16,20.0,29.549999999999997,19.94,9600.0,12000.0,9440,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.72,2030.0,2030.0,2009,0.0,137.4999999999993,30,8635.0,9410.0,8577,17.5,29.0,16.96,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,2337.4999999999877,510,3200.0,3200.0,3200,0.0,1.0,0.48,,,,150.0,250.0,127,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,70.0,28.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.4,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11580,3000.0,3000.0,2880,3.0,6.0,2.1,1.0,2.0,0.62,1.0,2.0,0.7,1.0,1.0,0.6,,,,0.0,2.0,0.26,0.0,30.249999999999957,4.24
51,3.0,3.0,3,0.0,2.0,0.62,,,,,,,0.0,2.0,0.58,3.0,5.0,2.68,1.0,3.549999999999997,1.36,1.5,4.0,1.76,1.0,3.0,0.96,2.0,4.0,2.02,2.0,4.549999999999997,2.02,18.5,32.55,19.7,9600.0,12000.0,9696,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.94,2070.0,2070.0,2051,0.0,500.0,70,8710.0,9437.5,8693,16.0,28.0,15.68,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,8500.0,1190,3200.0,3337.499999999999,3230,1.0,1.0,0.66,,,,100.0,250.0,116,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,50.0,24,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,2,0.0,1.0,0.08,0.0,1.0,0.18,0.0,1.0,0.08,,,,,,,12000.0,12000.0,11100,3000.0,3000.0,2640,0.0,6.0,1.68,0.0,2.0,0.56,0.0,2.0,0.56,0.5,2.0,0.64,,,,0.0,0.0,0.06,0.0,0.0,1.04
52,3.0,3.0,3,0.0,2.0,0.66,,,,,,,0.0,1.5499999999999972,0.44,2.5,5.549999999999997,2.78,1.0,3.0,1.38,2.0,4.549999999999997,1.64,1.0,2.549999999999997,1.08,2.0,4.0,2.1,2.0,4.0,1.92,18.0,32.55,19.4,9600.0,12000.0,9600,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.62,2090.0,2140.0,2092,0.0,0.0,15,8985.0,9787.5,8966,17.5,28.549999999999997,16.8,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,255,3200.0,3700.0,3270,1.0,1.0,0.54,,,,100.0,200.0,123,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,70.0,27.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,21,0.0,1.0,0.12,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,12000.0,12000.0,11760,3000.0,3000.0,2970,3.0,6.0,2.22,1.0,1.0,0.68,1.0,2.0,0.74,1.0,1.0,0.56,,,,0.0,3.0,0.38,0.0,52.0,6.3
53,3.0,3.0,3,0.0,2.0,0.6,,,,,,,0.0,2.0,0.64,3.0,4.549999999999997,2.72,1.0,3.549999999999997,1.52,1.0,3.549999999999997,1.6,1.0,2.549999999999997,1.08,2.0,4.0,1.96,2.0,4.0,1.88,20.0,34.099999999999994,19.92,9600.0,12000.0,9584,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.72,2190.0,2190.0,2169,0.0,750.0,85,9085.0,9810.0,8696,17.0,27.0,16.4,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,1445,3200.0,3200.0,3215,1.0,1.0,0.78,,,,125.0,250.0,130,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.16,,,,20.0,20.0,20,20.0,60.99999999999994,25.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,27,0.0,0.0,0.04,0.0,1.0,0.14,0.0,0.0,0.04,,,,,,,12000.0,12000.0,10740,3000.0,3000.0,2730,0.0,6.0,1.62,0.0,2.0,0.5,0.0,2.0,0.54,1.0,2.0,0.78,0.0,0.0,400,0.0,2.0,0.24,0.0,29.549999999999997,3.38
54,3.0,3.0,3,0.0,2.0,0.6,,,,,,,0.0,2.0,0.58,2.5,4.0,2.44,1.0,4.0,1.6,2.0,4.0,1.7,1.0,3.549999999999997,1.06,2.0,4.0,2.04,2.0,4.549999999999997,1.98,19.0,33.0,19.98,9600.0,12000.0,9872,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.8,2210.0,2210.0,2189,0.0,750.0,95,9360.0,9987.5,8629,16.0,28.549999999999997,15,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,1615,3200.0,3950.0,3285,1.0,1.0,0.58,,,,150.0,250.0,133,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.32,,,,20.0,20.0,20,20.0,70.0,28.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.14,0.0,1.0,0.24,0.0,0.0,0.04,,,,,,,12000.0,12000.0,10620,3000.0,3000.0,2670,0.0,6.0,1.8,0.0,2.0,0.58,0.0,2.0,0.6,0.5,2.0,0.6,0.0,0.0,400,0.0,2.0,0.3,0.0,44.0,5.6
55,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.0,2.0,0.64,2.5,5.0,2.58,1.0,3.0,1.6,2.0,4.0,1.8,1.0,3.0,1.16,2.0,4.0,2.04,1.5,4.0,1.6,19.5,35.84999999999998,20.98,9600.0,12000.0,9920,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,28.0,31.0,28,2270.0,2270.0,2249,0.0,750.0,125,9310.0,10170.0,7969,15.0,28.549999999999997,14.56,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,2125,3200.0,3950.0,3295,1.0,1.0,0.54,,,,150.0,250.0,138,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,98,28.0,32.0,28.64,,,,20.0,20.0,20,20.0,70.0,27.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.96,,,,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,0.0,0.0,0.04,,,,,,,12000.0,12000.0,10200,3000.0,3000.0,2550,3.0,6.0,2.04,0.0,2.0,0.52,1.0,2.0,0.68,0.0,1.0,0.5,0.0,10000.0,800,0.0,2.549999999999997,0.3,0.0,45.499999999999915,5.12
56,3.0,3.0,3,0.0,2.0,0.66,,,,,,,0.0,2.549999999999997,0.58,3.0,4.549999999999997,2.76,1.0,3.0,1.4,2.0,3.0,1.62,1.0,2.0,0.96,2.0,4.0,1.9,2.0,4.0,2.12,23.5,42.099999999999994,24.52,9600.0,12000.0,9904,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,31.549999999999997,28.18,2290.0,2290.0,2269,0.0,750.0,145,9385.0,10637.5,6837,15.0,35.19999999999999,17.18,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,2465,3200.0,3950.0,3325,1.0,1.0,0.62,,,,100.0,250.0,118,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.28,,,,20.0,20.0,20,70.0,113.99999999999977,74.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.24,0.0,0.5499999999999972,0.06,,,,50.0,50.0,50,12000.0,12000.0,9840,3000.0,3000.0,2550,0.0,6.0,1.56,0.0,2.0,0.6,0.0,2.0,0.52,1.0,1.0,0.58,0.0,10000.0,1600,0.0,2.549999999999997,0.4,0.0,41.39999999999998,5.86
57,3.0,3.0,3,0.5,2.0,0.72,,,,,,,0.0,1.5499999999999972,0.46,3.0,6.0,3.1,1.0,3.0,1.4,1.0,3.0,1.5,1.0,3.0,0.88,2.0,4.0,1.84,2.0,4.0,2.1,19.0,30.549999999999997,19.28,9600.0,12000.0,9920,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,32.0,28.82,2310.0,2310.0,2289,0.0,750.0,205,9535.0,10815.0,6651,11.5,27.549999999999997,13.1,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,3485,3200.0,3950.0,3345,1.0,1.0,0.54,,,,100.0,200.0,114,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.44,,,,20.0,20.0,20,20.0,70.0,28.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.16,0.0,1.0,0.22,0.0,1.0,0.08,,,,,,,12000.0,12000.0,8940,3000.0,3000.0,2370,0.0,4.6499999999999915,1.56,0.0,1.5499999999999972,0.5,0.0,1.5499999999999972,0.52,0.0,2.0,0.56,0.0,0.0,400,0.0,1.5499999999999972,0.18,0.0,30.249999999999957,2.96
