day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean
24,0.0,0.0,0,0.0,1.0,0.301,0.0,0.0,0.048,0.0,2.0,0.555,0.0,1.0,0.208,0.0,2.0,0.425,0.0,1.0,0.113,1.0,2.0,0.809,0.0,2.0,0.541,,,,,,,0.0,1.0,0.283,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,680.0,750.0,681.1,200.0,200.0,200,5610.0,6370.0,5594.74,21.0,24.0,19.851,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,100.0,32.1,60.0,60.0,53.98,150.0,150.0,107.55,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20.18,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,0.966,0.0,1.0,0.348,0.0,1.0,0.322,0.0,1.0,0.33,0.0,1.0,0.348,0.0,1.0,0.33,,,,,,,,,,,,,,,
25,0.0,0.0,0,0.0,2.0,0.406,0.0,1.0,0.075,1.0,2.0,0.656,0.0,1.0,0.293,0.0,2.0,0.548,0.0,1.0,0.163,1.0,3.0,1.132,1.0,2.0,0.727,,,,,,,0.0,1.0,0.305,30.0,30.0,20.85,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,720.0,800.0,721.95,1000.0,1000.0,1000,5725.0,6480.5,5712.22,21.0,24.0,19.851,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,200.0,45.6,80.0,80.0,71.88,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0,0.0,0,0.0,1.0,0.3,0.0,0.0,0.048,0.0,2.0,0.525,0.0,1.0,0.219,0.0,2.0,0.392,0.0,1.0,0.156,1.0,2.0,0.814,0.0,2.0,0.546,,,,,,,0.0,1.0,0.319,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,740.0,820.0,741.95,1800.0,1800.0,1800,5965.0,6750.5,5939.92,21.0,24.0,19.851,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,100.0,37.5,60.0,60.0,54,200.0,200.0,136.2,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0,0.0,0,0.0,1.0,0.398,0.0,1.0,0.073,1.0,2.0,0.736,0.0,1.0,0.307,0.0,2.0,0.522,0.0,1.0,0.169,1.0,2.0,1.064,1.0,2.0,0.731,,,,,,,0.0,1.0,0.294,40.0,40.0,28.24,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,790.0,870.0,790.19,2600.0,2600.0,2600,6070.0,6870.0,6059.56,21.0,24.0,19.851,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,200.0,47.6,80.0,80.0,72.04,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0,0.0,0,0.0,1.0,0.309,0.0,1.0,0.056,0.0,2.0,0.546,0.0,1.0,0.25,0.0,1.0499999999999545,0.405,0.0,1.0,0.127,1.0,2.0,0.748,0.0,2.0,0.559,,,,,,,0.0,1.0,0.293,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,810.0,890.0,810.19,400.0,400.0,400,6410.0,7240.0,6398.53,21.0,24.0,19.851,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,100.0,37.7,60.0,60.0,53.82,350.0,350.0,247.45,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,70.0,70.0,55.35,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,35.35,,,,,,,,,
29,0.0,0.0,0,0.0,2.0,0.414,0.0,1.0,0.073,1.0,2.0,0.704,0.0,1.0,0.317,0.0,2.0,0.514,0.0,1.0,0.199,1.0,3.0,1.051,1.0,2.0,0.728,,,,,,,0.0,1.0,0.325,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,860.0,940.0,860.19,1200.0,1200.0,1200,6600.0,7430.5,6589.35,21.0,24.0,19.851,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,200.0,51.6,80.0,80.0,71.72,100.0,100.0,67.5,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,30
30,0.0,0.0,0,0.0,1.0,0.299,0.0,1.0,0.057,0.0,2.0,0.535,0.0,1.0,0.224,0.0,2.0,0.398,0.0,1.0,0.136,1.0,2.0,0.83,0.0,2.0,0.521,,,,,,,0.0,1.0,0.279,20.0,20.0,14.42,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,900.0,980.0,894.61,500.0,500.0,500,6690.0,7540.0,6679.37,21.0,27.0,20.364,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,100.0,36,60.0,60.0,54.02,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20.48,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,0.993,0.0,1.0,0.354,0.0,1.0,0.331,0.0,1.0,0.315,0.0,1.0,0.354,0.0,1.0,0.315,,,,,,,,,,,,,,,
31,0.0,0.0,0,0.0,2.0,0.426,0.0,1.0,0.068,1.0,2.0,0.743,0.0,1.0,0.269,0.0,2.0,0.525,0.0,1.0,0.181,1.0,3.0,1.103,1.0,2.0,0.685,,,,,,,0.0,1.0,0.289,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,920.0,1000.0,914.61,1300.0,1300.0,1300,6920.0,7790.0,6902.5,21.0,27.0,20.364,5.0,5.0,5,800.0,800.0,800,,,,,,,0.0,200.0,45,80.0,80.0,71.48,150.0,150.0,106.65,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0,0.0,0,0.0,1.0,0.329,0.0,0.0,0.047,0.0,2.0,0.596,0.0,1.0,0.184,0.0,1.0,0.375,0.0,1.0,0.146,1.0,2.0,0.753,0.0,2.0,0.57,,,,,,,0.0,1.0,0.298,30.0,30.0,21.06,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,960.0,1040.0,955.67,2100.0,2100.0,2100,7000.0,7880.5,6988.92,21.0,27.0,20.364,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,33,60.0,60.0,53.42,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.0,0.0,0,0.0,2.0,0.364,0.0,1.0,0.076,1.0,2.0,0.722,0.0,1.0,0.284,0.0,2.0,0.538,0.0,1.0,0.165,1.0,3.0,1.112,1.0,2.0,0.739,,,,,,,0.0,1.0,0.312,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,980.0,1060.0,975.67,2900.0,2900.0,2900,7250.0,8150.0,7244.14,21.0,27.0,20.364,15.0,15.0,15,800.0,800.0,800,,,,,,,0.0,200.0,44.9,80.0,80.0,72.72,200.0,200.0,137.6,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.0,0.0,0,0.0,1.0,0.326,0.0,1.0,0.062,0.0,2.0,0.521,0.0,1.0,0.221,0.0,2.0,0.396,0.0,1.0,0.14,1.0,2.0,0.795,0.0,2.0,0.539,,,,,,,0.0,1.0,0.273,40.0,40.0,29.08,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1030.0,1110.0,1024.75,700.0,700.0,700,7340.0,8250.0,7333.72,21.0,27.0,20.364,20.0,20.0,20,800.0,800.0,800,,,,,,,0.0,100.0,36.1,60.0,60.0,53.48,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0,0.0,0,0.0,2.0,0.441,0.0,1.0,0.068,1.0,2.0,0.708,0.0,1.0,0.291,0.0,2.0,0.523,0.0,1.0,0.175,1.0,3.0,1.072,1.0,2.0,0.722,,,,,,,0.0,1.0,0.305,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1050.0,1130.0,1044.75,0.0,0.0,0,7755.0,8700.0,7744.75,21.0,27.0,21.081,0.0,0.0,0,800.0,800.0,800,,,,,,,0.0,200.0,46.6,80.0,80.0,71.18,350.0,350.0,243.25,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,70.0,70.0,55.08,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,1.047,0.0,1.0,0.336,0.0,1.0,0.349,0.0,1.0,0.315,0.0,1.0,0.336,0.0,1.0,0.315,50.0,50.0,50,50.0,50.0,34.75,,,,,,,,,
36,0.0,0.0,0,0.0,1.0,0.287,0.0,1.0,0.053,0.0,2.0,0.512,0.0,1.0,0.206,0.0,2.0,0.443,0.0,1.0,0.131,1.0,2.0,0.824,0.0,2.0,0.544,,,,,,,0.0,1.0,0.292,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1070.0,1150.0,1064.75,800.0,800.0,800,7910.0,8870.5,7903.51,21.0,27.0,20.601,5.0,5.0,5,800.0,800.0,800,,,,,,,0.0,100.0,33.7,60.0,60.0,54.26,100.0,100.0,70.8,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20.48,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0,0.0,0,0.0,2.0,0.437,0.0,1.0,0.083,1.0,2.0,0.688,0.0,1.0,0.291,0.0,2.0,0.542,0.0,1.0,0.162,1.0,3.0,1.106,1.0,2.0,0.691,,,,,,,0.0,1.0,0.288,20.0,20.0,14.24,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1100.0,1190.0,1098.99,1600.0,1600.0,1600,8030.0,8970.0,8020.07,21.0,27.0,20.601,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,45.3,80.0,80.0,71.26,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0,0.0,0,0.0,1.0,0.295,0.0,1.0,0.057,0.0,2.0,0.564,0.0,1.0,0.196,0.0,2.0,0.409,0.0,1.0,0.15,1.0,2.0,0.789,0.0,2.0,0.54,,,,,,,0.0,1.0,0.293,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1120.0,1210.0,1118.99,2400.0,2400.0,2400,8220.0,9200.5,8214.82,21.0,27.0,20.601,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,34.6,60.0,60.0,54.1,150.0,150.0,106.05,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0,0.0,0,0.0,1.0,0.394,0.0,1.0,0.076,1.0,2.0,0.702,0.0,1.0,0.317,0.0,2.0,0.529,0.0,1.0,0.187,1.0,3.0,1.072,1.0,2.0,0.723,,,,,,,0.0,1.0,0.29,30.0,30.0,21.3,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1160.0,1250.0,1160.29,200.0,200.0,200,8350.0,9330.0,8337.34,21.0,27.0,20.601,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,50.4,80.0,80.0,72.12,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,0.0,0,0.0,1.0,0.314,0.0,0.0,0.047,0.0,2.0,0.529,0.0,1.0,0.217,0.0,1.0499999999999545,0.411,0.0,1.0,0.134,1.0,2.0,0.805,0.0,2.0,0.543,,,,,,,0.0,1.0,0.294,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1180.0,1270.0,1180.29,1000.0,1000.0,1000,8570.0,9590.0,8567.36,21.0,27.0,20.601,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,35.1,60.0,60.0,53.72,200.0,200.0,141.2,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.0,0.0,0,0.0,2.0,0.383,0.0,1.0,0.074,1.0,2.0,0.741,0.0,1.0,0.296,0.0,2.0,0.54,0.0,1.0,0.167,1.0,3.0,1.093,1.0,2.0,0.706,,,,,,,0.0,1.0,0.266,40.0,40.0,29.36,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1230.0,1320.0,1229.65,300.0,300.0,300,8685.0,9690.5,8686,21.0,27.0,20.304,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,46.3,80.0,80.0,72.34,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,21.32,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,1.023,0.0,1.0,0.313,0.0,1.0,0.341,0.0,1.0,0.346,0.0,1.0,0.313,0.0,1.0,0.346,,,,,,,,,,,,,,,
42,0.0,0.0,0,0.0,1.0,0.28,0.0,1.0,0.061,0.0,2.0,0.545,0.0,1.0,0.231,0.0,2.0,0.401,0.0,1.0,0.156,1.0,2.0,0.787,0.0,2.0,0.539,,,,,,,0.0,1.0,0.312,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1250.0,1340.0,1249.65,1100.0,1100.0,1100,9030.0,10040.0,9019.9,21.0,27.0,20.304,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,38.7,60.0,60.0,54.4,350.0,350.0,240.8,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,70.0,70.0,54.4,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,34.4,,,,,,,,,
43,0.0,0.0,0,0.0,2.0,0.414,0.0,1.0,0.078,1.0,2.0,0.686,0.0,1.0,0.274,0.0,2.0,0.563,0.0,1.0,0.171,1.0,3.0,1.102,1.0,2.0,0.712,,,,,,,0.0,1.0,0.289,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1270.0,1360.0,1269.65,1900.0,1900.0,1900,9240.0,10240.5,9207.22,21.0,27.0,20.304,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,44.5,80.0,80.0,71.72,100.0,100.0,71.1,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0,0.0,0,0.0,1.0,0.298,0.0,0.0,0.04,0.0,2.0,0.537,0.0,1.0,0.222,0.0,1.0,0.406,0.0,1.0,0.139,1.0,2.0,0.814,0.0,2.0,0.544,,,,,,,0.0,1.0,0.323,20.0,20.0,13.54,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1310.0,1400.0,1303.19,2700.0,2700.0,2700,9325.0,10340.499999999998,9297.36,21.0,27.0,20.304,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,36.1,60.0,60.0,54.04,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0,0.0,0,0.0,1.0,0.362,0.0,1.0,0.062,1.0,2.0,0.713,0.0,1.0,0.29,0.0,2.0,0.561,0.0,1.0,0.212,1.0,3.0,1.068,1.0,2.0,0.732,,,,,,,0.0,1.0,0.303,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1330.0,1420.0,1323.19,500.0,500.0,500,9545.0,10580.499999999998,9524.87,21.0,27.0,20.304,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,50.2,80.0,80.0,72.76,150.0,150.0,104.55,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0,0.0,0,0.0,1.0,0.311,0.0,0.0,0.047,0.0,2.0,0.537,0.0,1.0,0.211,0.0,1.0,0.38,0.0,1.0,0.136,1.0,2.0,0.828,0.0,2.0,0.55,,,,,,,0.0,1.0,0.307,30.0,30.0,20.79,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1365.0,1470.0,1363.98,1300.0,1300.0,1300,9630.0,10650.999999999998,9613.35,21.0,27.0,20.304,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,34.7,60.0,60.0,53.78,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0,0.0,0,0.0,1.0,0.381,0.0,1.0,0.091,1.0,2.0,0.705,0.0,1.0,0.346,0.0,2.0,0.521,0.0,1.0,0.156,1.0,3.0,1.122,1.0,2.0,0.678,,,,,,,0.0,1.0,0.284,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1385.0,1490.0,1383.98,600.0,600.0,600,9880.0,10970.999999999998,9879.13,21.0,27.0,19.566,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,50.2,80.0,80.0,72.38,200.0,200.0,143.2,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,50.0,21.71,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,0.972,0.0,1.0,0.337,0.0,1.0,0.324,0.0,1.0,0.339,0.0,1.0,0.337,0.0,1.0,0.339,,,,,,,,,,,,,,,
48,0.0,0.0,0,0.0,1.0,0.317,0.0,1.0,0.053,0.0,2.0,0.543,0.0,1.0,0.192,0.0,1.0499999999999545,0.405,0.0,1.0,0.158,1.0,2.0,0.787,0.0,2.0,0.545,,,,,,,0.0,1.0,0.283,40.0,40.0,28.68,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1440.0,1540.0,1432.66,1400.0,1400.0,1400,9970.0,11050.0,9967.79,21.0,27.0,19.566,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,35,60.0,60.0,53.66,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
